Entry	Entry name	Protein names	yourlist:M20180509F725F458AC8690F874DD868E4ED79B88FE4F7BJ
Q8WWR9	PDPFL_HUMAN	Pancreatic progenitor cell differentiation and proliferation factor-like protein (Exocrine differentiation and proliferation factor-like protein)	NM_001007176
Q16401	PSMD5_HUMAN	26S proteasome non-ATPase regulatory subunit 5 (26S protease subunit S5 basic) (26S proteasome subunit S5B)	NM_005047
O95057	DIRA1_HUMAN	GTP-binding protein Di-Ras1 (Distinct subgroup of the Ras family member 1) (Ras-related inhibitor of cell growth) (Rig) (Small GTP-binding tumor suppressor 1)	NM_145173
Q86Z20	CC125_HUMAN	Coiled-coil domain-containing protein 125 (Protein kenae)	NM_176816
P47736	RPGP1_HUMAN	Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1)	NM_002885
Q13415	ORC1_HUMAN	Origin recognition complex subunit 1 (Replication control protein 1)	NM_004153
Q14151	SAFB2_HUMAN	Scaffold attachment factor B2 (SAF-B2)	NM_014649
Q92619	HMHA1_HUMAN	Rho GTPase-activating protein 45 [Cleaved into: Minor histocompatibility antigen HA-1 (mHag HA-1)]	NM_012292
Q14789	GOGB1_HUMAN	Golgin subfamily B member 1 (372 kDa Golgi complex-associated protein) (GCP372) (Giantin) (Macrogolgin)	NM_004487
Q5VZK9	CARL1_HUMAN	F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (Leucine-rich repeat-containing protein 16A)	NM_017640
Q6IPM2	IQCE_HUMAN	IQ domain-containing protein E	NM_152558
Q9UHD9	UBQL2_HUMAN	Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)	NM_013444
Q8IV01	SYT12_HUMAN	Synaptotagmin-12 (Synaptotagmin XII) (SytXII)	NM_177963
Q9UPY5	XCT_HUMAN	Cystine/glutamate transporter (Amino acid transport system xc-) (Calcium channel blocker resistance protein CCBR1) (Solute carrier family 7 member 11) (xCT)	NM_014331
Q9BWT7	CAR10_HUMAN	Caspase recruitment domain-containing protein 10 (CARD-containing MAGUK protein 3) (Carma 3)	NM_014550
P09131	P3_HUMAN	P3 protein (Solute carrier family 10 member 3)	NM_019848
Q96BW1	UPP_HUMAN	Uracil phosphoribosyltransferase homolog	NM_145052
P60002	ELOF1_HUMAN	Transcription elongation factor 1 homolog	NM_032377
Q96SW2	CRBN_HUMAN	Protein cereblon	NM_016302
Q92982	NINJ1_HUMAN	Ninjurin-1 (Nerve injury-induced protein 1)	NM_004148
Q96JW4	S41A2_HUMAN	Solute carrier family 41 member 2	NM_032148
Q9UNF0	PACN2_HUMAN	Protein kinase C and casein kinase substrate in neurons protein 2 (Syndapin-2) (Syndapin-II)	NM_007229
O75446	SAP30_HUMAN	Histone deacetylase complex subunit SAP30 (30 kDa Sin3-associated polypeptide) (Sin3 corepressor complex subunit SAP30) (Sin3-associated polypeptide p30)	NM_003864
Q9UQ16	DYN3_HUMAN	Dynamin-3 (EC 3.6.5.5) (Dynamin, testicular) (T-dynamin)	NM_015569
P56937	DHB7_HUMAN	3-keto-steroid reductase (EC 1.1.1.270) (17-beta-hydroxysteroid dehydrogenase 7) (17-beta-HSD 7) (Estradiol 17-beta-dehydrogenase 7) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 37C member 1)	NM_016371
A7KAX9	RHG32_HUMAN	Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (GTPase regulator interacting with TrkA) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP)	NM_014715
Q9Y6Q6	TNR11_HUMAN	Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265)	NM_003839
Q9UHB7	AFF4_HUMAN	AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)	NM_014423
Q6ZW31	SYDE1_HUMAN	Rho GTPase-activating protein SYDE1 (Synapse defective protein 1 homolog 1) (Protein syd-1 homolog 1)	NM_033025
Q6ZMJ2	SCAR5_HUMAN	Scavenger receptor class A member 5 (Scavenger receptor hlg)	NM_173833
Q9BRP1	PDD2L_HUMAN	Programmed cell death protein 2-like	NM_032346
O14656	TOR1A_HUMAN	Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A)	NM_000113
Q8N5I2	ARRD1_HUMAN	Arrestin domain-containing protein 1 (Alpha-arrestin 1)	NM_152285
Q6JQN1	ACD10_HUMAN	Acyl-CoA dehydrogenase family member 10 (ACAD-10) (EC 1.3.99.-)	NM_025247
Q8IVL6	P3H3_HUMAN	Prolyl 3-hydroxylase 3 (EC 1.14.11.7) (Leprecan-like protein 2) (Protein B)	NM_014262
O76031	CLPX_HUMAN	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	NM_006660
Q8N4T8	CBR4_HUMAN	Carbonyl reductase family member 4 (EC 1.-.-.-) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.-) (Quinone reductase CBR4) (Short chain dehydrogenase/reductase family 45C member 1)	NM_032783
Q9GZV5	WWTR1_HUMAN	WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif)	NM_015472
Q7L2K0	TEDC2_HUMAN	Tubulin epsilon and delta complex protein 2	NM_025108
Q9BTC8	MTA3_HUMAN	Metastasis-associated protein MTA3	NM_020744
P13805	TNNT1_HUMAN	Troponin T, slow skeletal muscle (TnTs) (Slow skeletal muscle troponin T) (sTnT)	NM_003283
Q9BSW7	SYT17_HUMAN	Synaptotagmin-17 (Protein B/K) (Synaptotagmin XVII) (SytXVII)	NM_016524
Q86YD3	TMM25_HUMAN	Transmembrane protein 25	NM_032780
P11387	TOP1_HUMAN	DNA topoisomerase 1 (EC 5.99.1.2) (DNA topoisomerase I)	NM_003286
P49454	CENPF_HUMAN	Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin)	NM_016343
Q16254	E2F4_HUMAN	Transcription factor E2F4 (E2F-4)	NM_001950
Q9NP31	SH22A_HUMAN	SH2 domain-containing protein 2A (SH2 domain-containing adapter protein) (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein)	NM_003975
Q07864	DPOE1_HUMAN	DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (DNA polymerase II subunit A)	NM_006231
Q9UHC7	MKRN1_HUMAN	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)	NM_013446
O43237	DC1L2_HUMAN	Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic) (LIC-2) (LIC53/55)	NM_006141
Q9NXK6	PAQR5_HUMAN	Membrane progestin receptor gamma (mPR gamma) (Membrane progesterone P4 receptor gamma) (Membrane progesterone receptor gamma) (Progesterone and adipoQ receptor family member 5) (Progestin and adipoQ receptor family member 5) (Progestin and adipoQ receptor family member V)	NM_017705
Q8NFJ5	RAI3_HUMAN	Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Phorbol ester induced gene 1) (PEIG-1) (Retinoic acid-induced gene 1 protein) (RAIG-1)	NM_003979
Q9BQ49	SMIM7_HUMAN	Small integral membrane protein 7	NM_024104
Q06136	KDSR_HUMAN	3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1) (FVT-1) (Short chain dehydrogenase/reductase family 35C member 1)	NM_002035
O60884	DNJA2_HUMAN	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	NM_005880
Q6PD62	CTR9_HUMAN	RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)	NM_014633
O75116	ROCK2_HUMAN	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	NM_004850
Q8IYS2	K2013_HUMAN	Uncharacterized protein KIAA2013	NM_138346
Q96CW6	S7A6O_HUMAN	Probable RNA polymerase II nuclear localization protein SLC7A6OS (ADAMS proteinase-related protein) (Solute carrier family 7 member 6 opposite strand transcript)	NM_032178
Q9NV79	PCMD2_HUMAN	Protein-L-isoaspartate O-methyltransferase domain-containing protein 2	NM_018257
Q9NUL3	STAU2_HUMAN	Double-stranded RNA-binding protein Staufen homolog 2	NM_014393
O43617	TPPC3_HUMAN	Trafficking protein particle complex subunit 3 (BET3 homolog)	NM_014408
Q96CN4	EVI5L_HUMAN	EVI5-like protein (Ecotropic viral integration site 5-like protein)	NM_145245
Q9BTV6	DPH7_HUMAN	Diphthine methyltransferase (EC 3.1.1.97) (Diphthamide biosynthesis protein 7) (WD repeat-containing protein 85)	NM_138778
P25054	APC_HUMAN	Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5)	NM_000038
Q9BW61	DDA1_HUMAN	DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1) (PCIA-1)	NM_024050
Q99836	MYD88_HUMAN	Myeloid differentiation primary response protein MyD88	NM_002468
Q5T6F0	DCA12_HUMAN	DDB1- and CUL4-associated factor 12 (Centrosome-related protein TCC52) (Testis cancer centrosome-related protein) (WD repeat-containing protein 40A)	NM_015397
Q99618	CDCA3_HUMAN	Cell division cycle-associated protein 3 (Gene-rich cluster protein C8) (Trigger of mitotic entry protein 1) (TOME-1)	NM_031299
P07199	CENPB_HUMAN	Major centromere autoantigen B (Centromere protein B) (CENP-B)	NM_001810
P67775	PP2AA_HUMAN	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)	NM_002715
Q9C0I1	MTMRC_HUMAN	Myotubularin-related protein 12 (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein)	NM_001040446
Q7Z2H8	S36A1_HUMAN	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	NM_078483
P17342	ANPRC_HUMAN	Atrial natriuretic peptide receptor 3 (Atrial natriuretic peptide clearance receptor) (Atrial natriuretic peptide receptor type C) (ANP-C) (ANPR-C) (NPR-C)	NM_000908
Q7Z460	CLAP1_HUMAN	CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1) (Multiple asters homolog 1) (Protein Orbit homolog 1) (hOrbit1)	NM_015282
Q96G21	IMP4_HUMAN	U3 small nucleolar ribonucleoprotein protein IMP4 (U3 snoRNP protein IMP4) (Brix domain-containing protein 4)	NM_033416
Q14693	LPIN1_HUMAN	Phosphatidate phosphatase LPIN1 (EC 3.1.3.4) (Lipin-1)	NM_145693
Q13617	CUL2_HUMAN	Cullin-2 (CUL-2)	NM_003591
Q8NG11	TSN14_HUMAN	Tetraspanin-14 (Tspan-14) (DC-TM4F2) (Transmembrane 4 superfamily member 14)	NM_030927
Q86V20	FA35A_HUMAN	Protein FAM35A	NM_019054
Q13247	SRSF6_HUMAN	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	NM_006275
Q8NEB5	PLPP5_HUMAN	Phospholipid phosphatase 5 (EC 3.1.3.4) (Phosphatidic acid phosphatase type 2 domain-containing protein 1B)	NM_032483
Q9Y3A6	TMED5_HUMAN	Transmembrane emp24 domain-containing protein 5 (p24 family protein gamma-2) (p24gamma2) (p28)	NM_016040
Q53ET0	CRTC2_HUMAN	CREB-regulated transcription coactivator 2 (Transducer of regulated cAMP response element-binding protein 2) (TORC-2) (Transducer of CREB protein 2)	NM_181715
Q9NR55	BATF3_HUMAN	Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3) (21 kDa small nuclear factor isolated from T-cells) (Jun dimerization protein p21SNFT)	NM_018664
Q9NVZ3	NECP2_HUMAN	Adaptin ear-binding coat-associated protein 2 (NECAP endocytosis-associated protein 2) (NECAP-2)	NM_018090
Q9H9B1	EHMT1_HUMAN	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.43) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	NM_024757
Q92616	GCN1_HUMAN	eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1)	NM_006836
P78382	S35A1_HUMAN	CMP-sialic acid transporter (CMP-SA-Tr) (CMP-Sia-Tr) (Solute carrier family 35 member A1)	NM_006416
Q86U06	RBM23_HUMAN	Probable RNA-binding protein 23 (RNA-binding motif protein 23) (RNA-binding region-containing protein 4) (Splicing factor SF2)	NM_018107
Q9BT23	LIMD2_HUMAN	LIM domain-containing protein 2	NM_030576
Q9H6U6	BCAS3_HUMAN	Breast carcinoma-amplified sequence 3 (GAOB1)	NM_017679
Q13671	RIN1_HUMAN	Ras and Rab interactor 1 (Ras inhibitor JC99) (Ras interaction/interference protein 1)	NM_004292
Q96AT1	K1143_HUMAN	Uncharacterized protein KIAA1143	NM_020696
O96018	APBA3_HUMAN	Amyloid-beta A4 precursor protein-binding family A member 3 (Adapter protein X11gamma) (Neuron-specific X11L2 protein) (Neuronal Munc18-1-interacting protein 3) (Mint-3)	NM_004886
Q8IWZ3	ANKH1_HUMAN	Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK)	NM_020690
Q8IXV7	KLD8B_HUMAN	Kelch domain-containing protein 8B	NM_173546
Q9H9Q2	CSN7B_HUMAN	COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b)	NM_022730
Q9H479	FN3K_HUMAN	Fructosamine-3-kinase (EC 2.7.1.-)	NM_022158
A6NDU8	CE051_HUMAN	UPF0600 protein C5orf51	NM_175921
Q8WW35	TC1D2_HUMAN	Tctex1 domain-containing protein 2	NM_152773
Q9BVJ6	UT14A_HUMAN	U3 small nucleolar RNA-associated protein 14 homolog A (Antigen NY-CO-16) (Serologically defined colon cancer antigen 16)	NM_006649
O94806	KPCD3_HUMAN	Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (Protein kinase EPK2) (nPKC-nu)	NM_005813
O00300	TR11B_HUMAN	Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin)	NM_002546
Q9NXH9	TRM1_HUMAN	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	NM_017722
Q9UH99	SUN2_HUMAN	SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2)	NM_015374
Q14696	MESD_HUMAN	LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development LRP chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein) (Renal carcinoma antigen NY-REN-61)	NM_015154
Q8TCG2	P4K2B_HUMAN	Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) (PI4KII-BETA)	NM_018323
Q9H2G2	SLK_HUMAN	STE20-like serine/threonine-protein kinase (STE20-like kinase) (hSLK) (EC 2.7.11.1) (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2)	NM_014720
P51955	NEK2_HUMAN	Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1)	NM_002497
Q9H9Y2	RPF1_HUMAN	Ribosome production factor 1 (Brix domain-containing protein 5) (Ribosome biogenesis protein RPF1)	NM_025065
Q96H12	MSD3_HUMAN	Myb/SANT-like DNA-binding domain-containing protein 3	NM_080655
Q96H22	CENPN_HUMAN	Centromere protein N (CENP-N) (Interphase centromere complex protein 32)	NM_018455
Q01658	NC2B_HUMAN	Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (NC2-beta) (TATA-binding protein-associated phosphoprotein)	NM_001938
Q96PK6	RBM14_HUMAN	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	NM_006328
Q9UJV9	DDX41_HUMAN	Probable ATP-dependent RNA helicase DDX41 (EC 3.6.4.13) (DEAD box protein 41) (DEAD box protein abstrakt homolog)	NM_016222
Q8N3Y3	LARG2_HUMAN	LARGE xylosyl- and glucuronyltransferase 2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Includes: Xylosyltransferase LARGE2 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE2 (EC 2.4.1.-)]	NM_152312
Q9NVA4	T184C_HUMAN	Transmembrane protein 184C (Transmembrane protein 34)	NM_018241
A1KXE4	F168B_HUMAN	Myelin-associated neurite-outgrowth inhibitor (Mani) (p20)	NM_001009993
Q14691	PSF1_HUMAN	DNA replication complex GINS protein PSF1 (GINS complex subunit 1)	NM_021067
Q9P107	GMIP_HUMAN	GEM-interacting protein (GMIP)	NM_016573
Q9H0H5	RGAP1_HUMAN	Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4)	NM_013277
P68402	PA1B2_HUMAN	Platelet-activating factor acetylhydrolase IB subunit beta (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)	NM_002572
Q7Z2K8	GRIN1_HUMAN	G protein-regulated inducer of neurite outgrowth 1 (GRIN1)	NM_052899
Q16629	SRSF7_HUMAN	Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)	NM_001031684
Q7Z434	MAVS_HUMAN	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	NM_020746
Q6P2H8	TMM53_HUMAN	Transmembrane protein 53	NM_024587
Q9NVP2	ASF1B_HUMAN	Histone chaperone ASF1B (Anti-silencing function protein 1 homolog B) (hAsf1) (hAsf1b) (CCG1-interacting factor A-II) (CIA-II) (hCIA-II)	NM_018154
O15399	NMDE4_HUMAN	Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)	NM_000836
P62995	TRA2B_HUMAN	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	NM_004593
Q8TDB6	DTX3L_HUMAN	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)	NM_138287
Q9NWT1	PK1IP_HUMAN	p21-activated protein kinase-interacting protein 1 (PAK/PLC-interacting protein 1) (hPIP1) (PAK1-interacting protein 1) (WD repeat-containing protein 84)	NM_017906
Q9H2G4	TSYL2_HUMAN	Testis-specific Y-encoded-like protein 2 (TSPY-like protein 2) (Cell division autoantigen 1) (Cutaneous T-cell lymphoma-associated antigen se20-4) (CTCL-associated antigen se20-4) (Differentially-expressed nucleolar TGF-beta1 target protein) (Nuclear protein of 79 kDa) (NP79)	NM_022117
Q7Z6J9	SEN54_HUMAN	tRNA-splicing endonuclease subunit Sen54 (SEN54 homolog) (HsSEN54) (tRNA-intron endonuclease Sen54)	NM_207346
A1A4V9	CC189_HUMAN	Coiled-coil domain-containing protein 189	NM_001014979
Q9NNW5	WDR6_HUMAN	WD repeat-containing protein 6	NM_018031
Q8IZW8	TENS4_HUMAN	Tensin-4 (C-terminal tensin-like protein)	NM_032865
Q99880	H2B1L_HUMAN	Histone H2B type 1-L (Histone H2B.c) (H2B/c)	NM_003519
Q15208	STK38_HUMAN	Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1)	NM_007271
Q8TAT6	NPL4_HUMAN	Nuclear protein localization protein 4 homolog (Protein NPL4)	NM_017921
Q14686	NCOA6_HUMAN	Nuclear receptor coactivator 6 (Activating signal cointegrator 2) (ASC-2) (Amplified in breast cancer protein 3) (Cancer-amplified transcriptional coactivator ASC-2) (Nuclear receptor coactivator RAP250) (NRC RAP250) (Nuclear receptor-activating protein, 250 kDa) (Peroxisome proliferator-activated receptor-interacting protein) (PPAR-interacting protein) (PRIP) (Thyroid hormone receptor-binding protein)	NM_014071
Q8N5G2	MACOI_HUMAN	Macoilin (Macoilin-1) (Transmembrane protein 57)	NM_018202
Q6P597	KLC3_HUMAN	Kinesin light chain 3 (KLC2-like) (kinesin light chain 2)	NM_177417
Q9Y3A0	COQ4_HUMAN	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog)	NM_016035
Q9NQ89	CL004_HUMAN	Protein C12orf4	NM_020374
Q9BUQ8	DDX23_HUMAN	Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)	NM_004818
P54198	HIRA_HUMAN	Protein HIRA (TUP1-like enhancer of split protein 1)	NM_003325
Q9BVL4	SELO_HUMAN	Selenoprotein O (SelO)	NM_031454
Q2KHT3	CL16A_HUMAN	Protein CLEC16A (C-type lectin domain family 16 member A)	NM_015226
Q3YBR2	TBRG1_HUMAN	Transforming growth factor beta regulator 1 (Nuclear interactor of ARF and Mdm2)	NM_032811
Q7Z401	MYCPP_HUMAN	C-myc promoter-binding protein (DENN domain-containing protein 4A)	NM_005848
Q9UJW0	DCTN4_HUMAN	Dynactin subunit 4 (Dyn4) (Dynactin subunit p62)	NM_016221
Q5T5Y3	CAMP1_HUMAN	Calmodulin-regulated spectrin-associated protein 1	NM_015447
Q8N0Z6	TTC5_HUMAN	Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Strap)	NM_138376
Q03169	TNAP2_HUMAN	Tumor necrosis factor alpha-induced protein 2 (TNF alpha-induced protein 2) (Primary response gene B94 protein)	NM_006291
O43402	EMC8_HUMAN	ER membrane protein complex subunit 8 (Neighbor of COX4) (Protein FAM158B)	NM_006067
Q8N6S5	AR6P6_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 6 (ARL-6-interacting protein 6) (Aip-6) (Phosphonoformate immuno-associated protein 1)	NM_152522
Q9C086	IN80B_HUMAN	INO80 complex subunit B (High mobility group AT-hook 1-like 4) (IES2 homolog) (hIes2) (PAP-1-associated protein 1) (PAPA-1) (Zinc finger HIT domain-containing protein 4)	NM_031288
Q9Y2Z0	SGT1_HUMAN	Protein SGT1 homolog (Protein 40-6-3) (Sgt1) (Suppressor of G2 allele of SKP1 homolog)	NM_006704
P20042	IF2B_HUMAN	Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta)	NM_003908
